industry_code	product_code	product_name
333132	333132382	Parts for oil and gas field production machinery and tools, sold separately	
333132	333132398	Other oil field and gas field production machinery and tools	
333132	3331324	Oil and gas field production machinery and equipment (except pumps)	
333132	3331325	Portable oil and gas field drilling rigs and parts	
333132	333132522	Rotary wheel-mounted drilling and well-servicing rigs	
333132	333132931	Well surveying machinery and equipment	
33321-	33321-	Sawmill and woodworking machinery	
333210	333210	Sawmill and woodworking machinery	
333210	3332101	Woodworking machinery including parts, excluding home workshop types	
333210	333210112	Sawmill equipment	
333210	333210118	Veneer, plywood, particleboard, and hardboard-making equipment	
333210	333210162	Sawing machines, except sawmill equipment	
333210	333210173	Straight-line machinery, including jointers, moulders, planers, sanders, surfacers, etc.	
333210	333210175	Boring machinery, carving machinery, dovetailers, mortisers, routers, shapers, and tenoners	
333210	333210197	Other woodworking machinery, including lathes, clamping machinery, presses, roll coaters, etc.	
333210	333210199	Parts, attachments, and accessories, excluding saw blades and cutting tools	
333210	3332102	Woodworking machinery designed primarily for home workshops, incl. parts	
333210	333210221	Saws, including circular	
333210	333210298	Other woodworking machinery for home workshops, incl. lathes, drilling machines, etc.	
333210	3332103	Woodworking machinery, including parts, attachments, and accessories	
333210	3332105	Woodworking machinery for home workshops, garages, & service shops, except power handtools	
333210	333210M	Miscellaneous receipts	
333210	333210P	Primary products	
333210	333210S	Secondary products	
333210	333210SS	Secondary products	
33322-	33322-	Plastics and rubber industry machinery	
333220	333220	Plastics and rubber industry machinery	
333220	3332201	Plastics working machinery and equipment, excluding patterns and molds	
333220	33322014	Parts for plastics working machinery	
333220	33322019	Plastics working machinery and equipment, excluding patterns, molds, and parts sold separately	
333220	3332203	Rubber working machinery and equipment, excluding tire molds	
333220	333220M	Miscellaneous receipts	
333220	333220P	Primary products	
333220	333220S	Secondary products	
333243	333243A1	Woodworking machinery, incl. sawmill equip., sawing machines,  incl. parts & accessories	
333243	333243A2	Woodworking mach. for home workshops, garages, & service shops, exc. power handtools	
33329-	33329-	Other industrial machinery manufacturing	
333291	333291	Paper industries machinery manufacturing	
333291	3332911	Paper industries machinery	
333291	3332913	Parts and attachments for paper industries machinery	
333291	333291M	Miscellaneous receipts	
333291	333291P	Primary products	
333291	333291S	Secondary products	
333292	333292	Textile machinery manufacturing	
333292	3332921	Textile machinery (except parts, attachments, and accessories)	
333292	3332921111	Fabrics machinery	
333292	333292151	Winding machinery	
333292	333292154	Other fiber-to-fabrics machinery	
333292	333292185	Bleaching, dyeing, and finishing machinery	
333292	333292187	Machinery for drying stocks, yarn, and cloth	
333292	333292199	Other textile machinery	
333292	3332921B	Fiber-to-fabrics textile machinery	
333292	3332921C	Other textile machinery	
333292	3332922	Parts and attachments for textile machinery	
333292	333292211	Textile machinery turnings and shapes	
333292	333292232	Parts and attachments for fiber-to-fabrics machinery	
333292	333292241	Parts and attachments for power looms	
333292	333292271	Parts and attachments for bleaching, dyeing and finishing machinery	
333292	333292299	Parts and attachments for other textile machinery, including printing	
333292	3332923	Parts and attachments for textile machinery	
333292	333292M	Miscellaneous receipts	
333292	333292P	Primary products	
333292	333292S	Secondary products	
333293	333293	Printing machinery and equipment mfg	
333293	3332931	Printing presses, offset lithographic	
333293	3332932	Printing presses, other than lithographic	
333293	3332933	Typesetting machinery and equipment, excluding justifying typewriters	
333293	3332935	Typesetting machinery and equipment, excluding justifying typewriters	
333293	3332936	Binding machinery and equipment (inc. paper cutting, collating, and gathering machines)	
333293	3332937	Printing trades machinery, n.e.c.	
333293	333293779	Other printing machinery and equipment, incl. pre-press preparation equipment	
333293	333293791	Parts, attachments, and accessories for printing trades machinery	
333293	3332939	All other miscellaneous printing trades machinery, including parts	
333293	333293911	Other printing machinery and equipment, incl. pre-press preparation & typesetting	
333293	333293912	Parts, attachments, and accessories for printing trades machinery	
333293	333293A	Printing presses	
333293	333293M	Miscellaneous receipts	
333293	333293MM	Miscellaneous receipts	
333293	333293P	Primary products	
333293	333293S	Secondary products	
333293	333293SS	Secondary products	
333294	333294	Food product machinery manufacturing	
333294	3332941	Dairy and milk products plant machinery and equipment	
333294	3332943	Commercial food products machinery (except packaging and cooking equipment)	
333294	3332945	Industrial food products machinery for processing foods, beverages, & animal & fowl feed	
333294	333294M	Miscellaneous receipts	
333294	333294P	Primary products	
333294	333294S	Secondary products	
333294	333294SS	Secondary products	
333295	333295	Semiconductor machinery manufacturing	
333295	3332950	Semiconductor machinery and parts	
333295	3332951	Semiconductor machinery manufacturing	
333295	333295M	Miscellaneous receipts	
333295	333295P	Primary products	
333295	333295S	Secondary products	
333298	333298	All other industrial machinery manufacturing	
333298	3332981	Chemical manufacturing machinery, equipment, and parts	
333298	3332983	Foundry machinery and equipment, excluding patterns and molds	
333298	3332985	Printed circuit board manufacturing machinery, except testing	
333298	3332987	All other miscellaneous special industry machinery and equipment	
333298	333298M	Miscellaneous receipts	
333298	333298P	Primary products	
333298	333298S	Secondary products	
333311	333311	Automatic vending machine manufacturing	
333311	3333111	Automatic merchandising machines, coin-operated, excluding parts	
333311	33331111	Vending machines for beverages	
333311	33331115	Other vending machines, excluding beverage machines	
333311	3333112	Coin-operated mechanisms and other parts for automatic merchandising machines	
333311	3333113	Coin-operated mechanisms and other parts for automatic merchandising machines	
333311	333311M	Miscellaneous receipts	
333311	333311MM	Miscellaneous Receipts	
333311	333311P	Primary products	
333311	333311S	Secondary products	
333311	333311SS	Secondary products	
333312	333312	Commercial laundry and drycleaning machinery	
333312	3333120	Commercial laundry and drycleaning machinery products	
333312	3333121	Commercial laundry, dry-cleaning pressing machine mfg	
333312	333312M	Miscellaneous receipts	
333312	333312P	Primary products	
333312	333312S	Secondary products	
333312	333312SS	Secondary products	
333313	333313	Office machinery manufacturing	
333313	3333131	Automatic typing and word processing machines, including parts and attachments	
333313	3333138	Other office machinery	
333313	333313A	Mailing, letter handling, and addressing machines, except parts and attachments	
333313	333313D	Typewriters, dictating, transcribing and recording machines, n.e.c.	
333313	333313J	Parts and attachments for office machines	
333313	333313M	Miscellaneous receipts	
333313	333313MM	Miscellaneous receipts	
333313	333313P	Primary products	
333313	333313S	Secondary products	
333313	333313SS	Secondary products	
333314	33331431	Binoculars and astronomical instruments	
333314	33331432	Other optical instruments and lenses (excl. sighting, tracking, and fire-control)	
333314	3333145	Optical instruments and lenses, n.e.c.	
333314	33331451	Binoculars and astronomical instruments	
333314	33331452	Other optical instruments and lenses (excl. sighting, tracking, and fire-control	
333315	333315	Photographic and photocopying equipment mfg	
333315	3333150	Photographic and photocopying equipment	
333315	3333151	Photographic and photocopying equipment	
333315	3333157	Motion picture equipment	
333315	333315A	All types of photographic and photocopying equipment, except motion picture equipment	
333315	333315M	Miscellaneous receipts	
333315	333315P	Primary products	
333315	333315S	Secondary products	
333319	333319	Other commercial & service machinery mfg	
333319	3333191	Commercial cooking and food warming equipment	
333319	3333193	Commercial and industrial vacuum cleaners, incl. parts and attachments	
333319	3333195	Automotive maintenance equipment, except handtools	
333319	3333197	Electronic teaching machines, teaching aids, trainers, & simulators, incl. kits	
333319	3333199	Miscellaneous machinery products, except electrical	
333319	333319A	Miscellaneous machinery products, except electrical, incl. flexible hose, etc.	
333319	333319B	Miscellaneous machinery products, incl electronic teaching machines & auto maintenance equip	
333319	333319M	Miscellaneous receipts	
333319	333319P	Primary products	
333319	333319S	Secondary products	
333319	333319SS	Secondary products	
333411	333411	Air purification equipment manufacturing	
333411	3334111	Dust collection and other air purification equipment for industrial gas cleaning systems	
333411	3334113	Dust collection and other air purification equipment for cleaning incoming air	
333411	333411M	Miscellaneous receipts	
333411	333411P	Primary products	
333411	333411S	Secondary products	
333412	333412	Industrial and commercial fan and blower mfg	
333412	3334120	Industrial and commercial fans and blowers	
333412	33341202	Centrifugal blower filter units, and classes I-IV centrifugal fans, except parts	
333412	33341203	Other centrifugal fans and blowers, except parts	
333412	33341207	Axial fans and industrial propeller fans, except parts	
333412	33341208	Power roof ventilators, except parts	
